SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022
157,6,61,62938,0,0,1,A,Roseville city,California,147796,148486,152095,154817
157,6,61,99990,0,0,1,S,Balance of Placer County,California,113003,113109,114177,113950
50,6,63,0,0,0,0,A,Plumas County,California,19796,19749,19940,19351
157,6,63,58352,0,0,1,A,Portola city,California,2098,2094,2108,2041
157,6,63,99990,0,0,1,S,Balance of Plumas County,California,17698,17655,17832,17310
50,6,65,0,0,0,0,A,Riverside County,California,2418177,2422847,2453178,2473902
157,6,65,3820,0,0,1,A,Banning city,California,29522,29526,30293,30683
157,6,65,4758,0,0,1,A,Beaumont city,California,53045,53523,55271,56349
157,6,65,7218,0,0,1,A,Blythe city,California,18306,18020,17343,17358
157,6,65,9864,0,0,1,A,Calimesa city,California,10023,10165,10891,11017
157,6,65,10928,0,0,1,A,Canyon Lake city,California,11079,11084,11159,11142
157,6,65,12048,0,0,1,A,Cathedral City city,California,51498,51569,52230,52494
157,6,65,14260,0,0,1,A,Coachella city,California,41938,42025,42543,42835
157,6,65,16350,0,0,1,A,Corona city,California,157154,157549,159782,159567
157,6,65,18996,0,0,1,A,Desert Hot Springs city,California,32499,32498,32716,33091
157,6,65,21230,0,0,1,A,Eastvale city,California,69752,69966,71341,71024
157,6,65,33182,0,0,1,A,Hemet city,California,89818,89844,90480,90689
157,6,65,36434,0,0,1,A,Indian Wells city,California,4768,4775,4844,4860
157,6,65,36448,0,0,1,A,Indio city,California,89126,89274,90528,91980
157,6,65,37692,0,0,1,A,Jurupa Valley city,California,105054,105313,106982,107609
157,6,65,39486,0,0,1,A,Lake Elsinore city,California,70244,70333,71505,71898
157,6,65,40354,0,0,1,A,La Quinta city,California,37554,37630,38169,38392
157,6,65,46842,0,0,1,A,Menifee city,California,102526,103158,106365,109399
157,6,65,49270,0,0,1,A,Moreno Valley city,California,208640,209107,211564,211924
157,6,65,50076,0,0,1,A,Murrieta city,California,110953,111318,113006,113783
157,6,65,51560,0,0,1,A,Norco city,California,26299,25394,24671,25042
157,6,65,55184,0,0,1,A,Palm Desert city,California,51167,51200,51591,51583
157,6,65,55254,0,0,1,A,Palm Springs city,California,44581,44624,45079,45223
157,6,65,56700,0,0,1,A,Perris city,California,78705,78861,79825,80263
157,6,65,59500,0,0,1,A,Rancho Mirage city,California,16990,17044,17339,17633
157,6,65,62000,0,0,1,A,Riverside city,California,315014,315469,313912,320764
157,6,65,67112,0,0,1,A,San Jacinto city,California,53894,54064,55287,55470
157,6,65,78120,0,0,1,A,Temecula city,California,109994,110013,110810,111752
157,6,65,85446,0,0,1,A,Wildomar city,California,36888,36912,37197,37214
157,6,65,99990,0,0,1,S,Balance of Riverside County,California,391146,392589,400455,402864
50,6,67,0,0,0,0,A,Sacramento County,California,1585046,1586465,1588106,1584169
157,6,67,13588,0,0,1,A,Citrus Heights city,California,87575,87521,87111,86433
157,6,67,22020,0,0,1,A,Elk Grove city,California,176141,176732,178283,177558
157,6,67,24638,0,0,1,A,Folsom city,California,80463,80749,81687,83269
157,6,67,28112,0,0,1,A,Galt city,California,25387,25405,25400,25411
157,6,67,36882,0,0,1,A,Isleton city,California,797,797,793,782
157,6,67,59444,0,0,1,A,Rancho Cordova city,California,79332,79503,80210,80598
157,6,67,64000,0,0,1,A,Sacramento city,California,524924,525668,525951,528001
157,6,67,99990,0,0,1,S,Balance of Sacramento County,California,610427,610090,608671,602117
50,6,69,0,0,0,0,A,San Benito County,California,64207,64521,66675,67579
157,6,69,34120,0,0,1,A,Hollister city,California,41682,41909,43326,44218
157,6,69,68014,0,0,1,A,San Juan Bautista city,California,2085,2091,2141,2124
157,6,69,99990,0,0,1,S,Balance of San Benito County,California,20440,20521,21208,21237
50,6,71,0,0,0,0,A,San Bernardino County,California,2181662,2183239,2192882,2193656
157,6,71,296,0,0,1,A,Adelanto city,California,38040,38128,38436,38783
157,6,71,2364,0,0,1,A,Apple Valley town,California,75789,75874,76158,75867
157,6,71,4030,0,0,1,A,Barstow city,California,25409,25419,25452,25231
157,6,71,6434,0,0,1,A,Big Bear Lake city,California,5044,5049,5065,5031
157,6,71,13210,0,0,1,A,Chino city,California,91387,91131,91716,93140
157,6,71,13214,0,0,1,A,Chino Hills city,California,78426,78468,78579,77949
157,6,71,14890,0,0,1,A,Colton city,California,53892,53970,54272,53918
157,6,71,24680,0,0,1,A,Fontana city,California,208387,208620,210540,212475
157,6,71,30658,0,0,1,A,Grand Terrace city,California,13145,13166,13218,13109
157,6,71,33434,0,0,1,A,Hesperia city,California,99838,100090,100847,100744
157,6,71,33588,0,0,1,A,Highland city,California,56996,57034,57115,56705
157,6,71,42370,0,0,1,A,Loma Linda city,California,24789,24828,25096,25129
157,6,71,48788,0,0,1,A,Montclair city,California,37886,37904,38040,37714
157,6,71,50734,0,0,1,A,Needles city,California,4930,4921,4897,4858
157,6,71,53896,0,0,1,A,Ontario city,California,175266,175852,177845,179061
157,6,71,59451,0,0,1,A,Rancho Cucamonga city,California,174624,174571,175169,176336
157,6,71,59962,0,0,1,A,Redlands city,California,73170,73257,73538,73849
157,6,71,60466,0,0,1,A,Rialto city,California,104048,104125,104305,103545
157,6,71,65000,0,0,1,A,San Bernardino city,California,222068,222028,221242,220328
157,6,71,80994,0,0,1,A,Twentynine Palms city,California,28067,28079,28345,28158
157,6,71,81344,0,0,1,A,Upland city,California,79041,79120,79265,78841
157,6,71,82590,0,0,1,A,Victorville city,California,134802,134632,135921,137221
157,6,71,87042,0,0,1,A,Yucaipa city,California,54552,54586,54713,54420
157,6,71,87056,0,0,1,A,Yucca Valley town,California,21738,21751,21817,21662
157,6,71,99990,0,0,1,S,Balance of San Bernardino County,California,300328,300636,301291,299582
50,6,73,0,0,0,0,A,San Diego County,California,3298635,3296045,3274954,3276208
157,6,73,11194,0,0,1,A,Carlsbad city,California,114735,114896,115224,114160
157,6,73,13392,0,0,1,A,Chula Vista city,California,275500,276041,277008,279170
157,6,73,16378,0,0,1,A,Coronado city,California,20194,18136,19040,18702
157,6,73,18506,0,0,1,A,Del Mar city,California,3950,3946,3918,3882
157,6,73,21712,0,0,1,A,El Cajon city,California,106183,106126,105474,104414
157,6,73,22678,0,0,1,A,Encinitas city,California,62002,61988,61768,61369
157,6,73,22804,0,0,1,A,Escondido city,California,151074,151139,150679,150270
157,6,73,36294,0,0,1,A,Imperial Beach city,California,26131,26127,25997,25791
157,6,73,40004,0,0,1,A,La Mesa city,California,61119,61070,60733,60360
157,6,73,41124,0,0,1,A,Lemon Grove city,California,27635,27614,27431,27224
157,6,73,50398,0,0,1,A,National City city,California,56172,56115,55927,55550
157,6,73,53322,0,0,1,A,Oceanside city,California,174048,173914,172919,172199
157,6,73,58520,0,0,1,A,Poway city,California,48837,48779,48408,48078
157,6,73,66000,0,0,1,A,San Diego city,California,1386960,1386872,1374484,1381162
157,6,73,68196,0,0,1,A,San Marcos city,California,94862,94900,93756,94854
157,6,73,70224,0,0,1,A,Santee city,California,60047,59952,59296,59051
157,6,73,72506,0,0,1,A,Solana Beach city,California,12938,12931,12854,12802
157,6,73,82996,0,0,1,A,Vista city,California,98414,98390,98563,97766
157,6,73,99990,0,0,1,S,Balance of San Diego County,California,517834,517109,511475,509404
50,6,75,0,0,0,0,C,San Francisco County,California,873959,870393,811253,808437
157,6,75,67000,0,0,1,A,San Francisco city,California,873959,870393,811253,808437
50,6,77,0,0,0,0,A,San Joaquin County,California,779227,780558,788140,793229
157,6,77,22790,0,0,1,A,Escalon city,California,7471,7477,7510,7448
157,6,77,40704,0,0,1,A,Lathrop city,California,28702,29052,30601,33670
157,6,77,42202,0,0,1,A,Lodi city,California,66336,66443,67023,67258
157,6,77,45484,0,0,1,A,Manteca city,California,83507,83834,85716,86928
157,6,77,61026,0,0,1,A,Ripon city,California,16016,16074,16424,16272
157,6,77,75000,0,0,1,A,Stockton city,California,320810,321023,322607,321819
157,6,77,80238,0,0,1,A,Tracy city,California,93115,93413,95252,97328
157,6,77,99990,0,0,1,S,Balance of San Joaquin County,California,163270,163242,163007,162506
50,6,79,0,0,0,0,A,San Luis Obispo County,California,282443,281879,279298,282013
157,6,79,2868,0,0,1,A,Arroyo Grande city,California,18436,18420,18465,18380
157,6,79,3064,0,0,1,A,Atascadero city,California,29776,29736,29723,29684
157,6,79,22300,0,0,1,A,El Paso de Robles (Paso Robles) city,California,31496,31555,31777,31544
157,6,79,31393,0,0,1,A,Grover Beach city,California,12707,12696,12719,12619
157,6,79,49362,0,0,1,A,Morro Bay city,California,10757,10751,10785,10696
157,6,79,57414,0,0,1,A,Pismo Beach city,California,8073,8059,8041,8044
157,6,79,68154,0,0,1,A,San Luis Obispo city,California,47107,47152,47633,48341
157,6,79,99990,0,0,1,S,Balance of San Luis Obispo County,California,124091,123510,120155,122705
50,6,81,0,0,0,0,A,San Mateo County,California,764432,762511,739060,729181
157,6,81,3092,0,0,1,A,Atherton town,California,7186,7165,6970,6898
157,6,81,5108,0,0,1,A,Belmont city,California,28332,28234,27305,26773
157,6,81,8310,0,0,1,A,Brisbane city,California,4852,4838,4675,4597
157,6,81,9066,0,0,1,A,Burlingame city,California,31385,31270,30178,30559
157,6,81,14736,0,0,1,A,Colma town,California,1502,1544,1580,1550
157,6,81,17918,0,0,1,A,Daly City city,California,104973,104633,101482,100007
157,6,81,20956,0,0,1,A,East Palo Alto city,California,30040,29931,28897,28383
157,6,81,25338,0,0,1,A,Foster City city,California,33809,33685,32575,32026
157,6,81,31708,0,0,1,A,Half Moon Bay city,California,11802,11765,11381,11176
157,6,81,33798,0,0,1,A,Hillsborough town,California,11384,11358,11030,10956
157,6,81,46870,0,0,1,A,Menlo Park city,California,33784,33669,32549,32295
157,6,81,47486,0,0,1,A,Millbrae city,California,23213,23128,22317,22071
157,6,81,54806,0,0,1,A,Pacifica city,California,38633,38496,37155,36517
157,6,81,58380,0,0,1,A,Portola Valley town,California,4453,4441,4296,4244
157,6,81,60102,0,0,1,A,Redwood City city,California,84303,84131,81522,80512
157,6,81,65028,0,0,1,A,San Bruno city,California,43893,43783,42349,41533
157,6,81,65070,0,0,1,A,San Carlos city,California,30726,30793,30079,29586
157,6,81,68252,0,0,1,A,San Mateo city,California,105665,105327,102400,100984
157,6,81,73262,0,0,1,A,South San Francisco city,California,66097,66124,64361,63484
157,6,81,86440,0,0,1,A,Woodside town,California,5306,5293,5138,5053
157,6,81,99990,0,0,1,S,Balance of San Mateo County,California,63094,62903,60821,59977
50,6,83,0,0,0,0,A,Santa Barbara County,California,448217,448244,437434,443837
157,6,83,8758,0,0,1,A,Buellton city,California,5160,5168,5161,5106
157,6,83,11446,0,0,1,A,Carpinteria city,California,13261,13239,13115,12950
157,6,83,30378,0,0,1,A,Goleta city,California,32696,32738,32841,32432
157,6,83,31414,0,0,1,A,Guadalupe city,California,8055,8124,8537,8657
157,6,83,42524,0,0,1,A,Lompoc city,California,44449,44403,43278,43736
157,6,83,69070,0,0,1,A,Santa Barbara city,California,88676,88676,88316,87533
157,6,83,69196,0,0,1,A,Santa Maria city,California,109695,109742,109647,110125
157,6,83,72576,0,0,1,A,Solvang city,California,6126,6117,6058,5986
157,6,83,99990,0,0,1,S,Balance of Santa Barbara County,California,140099,140037,130481,137312
50,6,85,0,0,0,0,A,Santa Clara County,California,1936274,1931026,1886595,1870945
157,6,85,10345,0,0,1,A,Campbell city,California,43958,43831,42753,42286
157,6,85,17610,0,0,1,A,Cupertino city,California,60363,60157,58578,57856
157,6,85,29504,0,0,1,A,Gilroy city,California,59532,59383,58115,58005
157,6,85,43280,0,0,1,A,Los Altos city,California,31467,31353,30554,30424
157,6,85,43294,0,0,1,A,Los Altos Hills town,California,8516,8490,8294,8168
157,6,85,44112,0,0,1,A,Los Gatos town,California,33539,33427,32582,32402
157,6,85,47766,0,0,1,A,Milpitas city,California,80271,80127,78218,77738
157,6,85,48956,0,0,1,A,Monte Sereno city,California,3481,3471,3389,3343
157,6,85,49278,0,0,1,A,Morgan Hill city,California,45481,45492,45386,44973
157,6,85,49670,0,0,1,A,Mountain View city,California,82534,82430,81675,81059
157,6,85,55282,0,0,1,A,Palo Alto city,California,68586,68385,66735,66010
157,6,85,68000,0,0,1,A,San Jose city,California,1013221,1009830,981466,971233
157,6,85,69084,0,0,1,A,Santa Clara city,California,127861,127894,127958,126930
157,6,85,70280,0,0,1,A,Saratoga city,California,31046,30941,30132,29903
157,6,85,77000,0,0,1,A,Sunnyvale city,California,155629,155264,152030,153091
157,6,85,99990,0,0,1,S,Balance of Santa Clara County,California,90789,90551,88730,87524
50,6,87,0,0,0,0,A,Santa Cruz County,California,270869,270462,260495,264370
157,6,87,11040,0,0,1,A,Capitola city,California,9939,9923,9837,9659
157,6,87,69112,0,0,1,A,Santa Cruz city,California,62968,62885,54941,61800
157,6,87,70588,0,0,1,A,Scotts Valley city,California,12233,12235,12215,12073
157,6,87,83668,0,0,1,A,Watsonville city,California,52595,52506,52017,51525
157,6,87,99990,0,0,1,S,Balance of Santa Cruz County,California,133134,132913,131485,129313
50,6,89,0,0,0,0,A,Shasta County,California,182152,181984,181981,180930
157,6,89,2042,0,0,1,A,Anderson city,California,11325,11330,11380,11307
157,6,89,59920,0,0,1,A,Redding city,California,93609,93479,93422,92906
157,6,89,71225,0,0,1,A,Shasta Lake city,California,10364,10371,10407,10335
157,6,89,99990,0,0,1,S,Balance of Shasta County,California,66854,66804,66772,66382
50,6,91,0,0,0,0,A,Sierra County,California,3234,3228,3295,3217
157,6,91,44364,0,0,1,A,Loyalton city,California,740,738,755,738
157,6,91,99990,0,0,1,S,Balance of Sierra County,California,2494,2490,2540,2479
50,6,93,0,0,0,0,A,Siskiyou County,California,44075,43991,44026,43660
157,6,93,19584,0,0,1,A,Dorris city,California,862,860,864,851
157,6,93,20242,0,0,1,A,Dunsmuir city,California,1706,1702,1711,1687
157,6,93,22972,0,0,1,A,Etna city,California,676,675,679,671
157,6,93,25128,0,0,1,A,Fort Jones city,California,695,693,696,689
157,6,93,48690,0,0,1,A,Montague city,California,1219,1216,1223,1209
157,6,93,49852,0,0,1,A,Mount Shasta city,California,3224,3219,3236,3192
157,6,93,80686,0,0,1,A,Tulelake city,California,902,900,901,889
157,6,93,83850,0,0,1,A,Weed city,California,2861,2857,2801,2811
157,6,93,86944,0,0,1,A,Yreka city,California,7810,7793,7826,7827
157,6,93,99990,0,0,1,S,Balance of Siskiyou County,California,24120,24076,24089,23834
50,6,95,0,0,0,0,A,Solano County,California,453490,452698,450350,448747
157,6,95,5290,0,0,1,A,Benicia city,California,27135,27091,26891,26567
157,6,95,19402,0,0,1,A,Dixon city,California,18989,18986,19028,19143
157,6,95,23182,0,0,1,A,Fairfield city,California,119872,119874,119835,119338
157,6,95,60984,0,0,1,A,Rio Vista city,California,10016,10105,10246,10375
157,6,95,75630,0,0,1,A,Suisun City city,California,29517,29470,29243,28949
157,6,95,81554,0,0,1,A,Vacaville city,California,102386,101806,101447,101918
157,6,95,81666,0,0,1,A,Vallejo city,California,126083,125886,124773,123564
157,6,95,99990,0,0,1,S,Balance of Solano County,California,19492,19480,18887,18893
50,6,97,0,0,0,0,A,Sonoma County,California,488875,488281,484315,482650
157,6,97,14190,0,0,1,A,Cloverdale city,California,8998,8993,8986,8809
157,6,97,16560,0,0,1,A,Cotati city,California,7592,7580,7529,7453
157,6,97,33056,0,0,1,A,Healdsburg city,California,11349,11347,11318,11709
157,6,97,56784,0,0,1,A,Petaluma city,California,59778,59776,59589,58652
157,6,97,62546,0,0,1,A,Rohnert Park city,California,44398,44436,44573,44326
157,6,97,70098,0,0,1,A,Santa Rosa city,California,178128,177835,177149,177181
157,6,97,70770,0,0,1,A,Sebastopol city,California,7529,7521,7477,7338
157,6,97,72646,0,0,1,A,Sonoma city,California,10734,10719,10669,10466
157,6,97,85922,0,0,1,A,Windsor town,California,26353,26307,26138,25789
157,6,97,99990,0,0,1,S,Balance of Sonoma County,California,134016,133767,130887,130927
50,6,99,0,0,0,0,A,Stanislaus County,California,552880,553217,552851,551275
157,6,99,12524,0,0,1,A,Ceres city,California,49279,49312,49308,48988
157,6,99,34904,0,0,1,A,Hughson city,California,7488,7499,7522,7734
157,6,99,48354,0,0,1,A,Modesto city,California,218467,218654,218948,218069
157,6,99,51140,0,0,1,A,Newman city,California,12389,12387,12367,12272
157,6,99,52694,0,0,1,A,Oakdale city,California,23182,23201,23247,23176
157,6,99,56112,0,0,1,A,Patterson city,California,23784,23788,23813,23833
157,6,99,61068,0,0,1,A,Riverbank city,California,24862,24872,24858,24826
157,6,99,80812,0,0,1,A,Turlock city,California,72692,72694,72216,72309
157,6,99,83612,0,0,1,A,Waterford city,California,9121,9136,9160,9335
157,6,99,99990,0,0,1,S,Balance of Stanislaus County,California,111616,111674,111412,110733
50,6,101,0,0,0,0,A,Sutter County,California,99631,99464,99038,98503
157,6,101,41936,0,0,1,A,Live Oak city,California,9110,9152,9295,9428
157,6,101,86972,0,0,1,A,Yuba City city,California,70118,69949,69505,69014
157,6,101,99990,0,0,1,S,Balance of Sutter County,California,20403,20363,20238,20061
50,6,103,0,0,0,0,A,Tehama County,California,65831,65682,65380,65245
157,6,103,16322,0,0,1,A,Corning city,California,8243,8232,8196,8226
157,6,103,59892,0,0,1,A,Red Bluff city,California,14709,14666,14575,14416
157,6,103,78106,0,0,1,A,Tehama city,California,434,426,423,423
157,6,103,99990,0,0,1,S,Balance of Tehama County,California,42445,42358,42186,42180
50,6,105,0,0,0,1,A,Trinity County,California,16112,16089,16061,15781
50,6,107,0,0,0,0,A,Tulare County,California,473117,473891,476946,477544
157,6,107,19318,0,0,1,A,Dinuba city,California,24599,24666,25167,25285
157,6,107,23126,0,0,1,A,Exeter city,California,10323,10327,10321,10267
157,6,107,23616,0,0,1,A,Farmersville city,California,10408,10408,10377,10324
157,6,107,41712,0,0,1,A,Lindsay city,California,12652,12650,12627,12537
157,6,107,58240,0,0,1,A,Porterville city,California,62629,62666,62788,62998
157,6,107,80644,0,0,1,A,Tulare city,California,68910,69255,70788,70693
157,6,107,82954,0,0,1,A,Visalia city,California,141574,141859,142795,143966
157,6,107,86300,0,0,1,A,Woodlake city,California,7431,7449,7577,7590
157,6,107,99990,0,0,1,S,Balance of Tulare County,California,134591,134611,134506,133884
50,6,109,0,0,0,0,A,Tuolumne County,California,55623,55374,55065,54531
157,6,109,72674,0,0,1,A,Sonora city,California,5008,5000,5008,4956
157,6,109,99990,0,0,1,S,Balance of Tuolumne County,California,50615,50374,50057,49575
50,6,111,0,0,0,0,A,Ventura County,California,843843,843310,839358,832605
157,6,111,10046,0,0,1,A,Camarillo city,California,70740,70830,70904,70282
157,6,111,24092,0,0,1,A,Fillmore city,California,16426,16409,16508,16657
157,6,111,49138,0,0,1,A,Moorpark city,California,36290,36228,35974,35514
157,6,111,53476,0,0,1,A,Ojai city,California,7627,7622,7604,7540
157,6,111,54652,0,0,1,A,Oxnard city,California,202067,202244,202054,200415
157,6,111,58296,0,0,1,A,Port Hueneme city,California,21959,21960,21735,21407
157,6,111,65042,0,0,1,A,San Buenaventura (Ventura) city,California,110736,110518,110027,109527
157,6,111,70042,0,0,1,A,Santa Paula city,California,30673,30646,30763,31018
157,6,111,72016,0,0,1,A,Simi Valley city,California,126373,126335,126053,124398
157,6,111,78582,0,0,1,A,Thousand Oaks city,California,126968,126770,126001,124265
157,6,111,99990,0,0,1,S,Balance of Ventura County,California,93984,93748,91735,91582
50,6,113,0,0,0,0,A,Yolo County,California,216405,216291,213039,222115
157,6,113,18100,0,0,1,A,Davis city,California,66858,66760,67066,67048
157,6,113,84816,0,0,1,A,West Sacramento city,California,53919,53914,53983,55064
157,6,113,86034,0,0,1,A,Winters city,California,7113,7129,7358,7540
157,6,113,86328,0,0,1,A,Woodland city,California,61047,61051,61538,61462
157,6,113,99990,0,0,1,S,Balance of Yolo County,California,27468,27437,23094,31001
50,6,115,0,0,0,0,A,Yuba County,California,81578,81994,83216,84310
157,6,115,46170,0,0,1,A,Marysville city,California,12841,12854,12715,12704
157,6,115,85012,0,0,1,A,Wheatland city,California,3708,3715,3728,3789
157,6,115,99990,0,0,1,S,Balance of Yuba County,California,65029,65425,66773,67817
